symptoms,label
"chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum",emergency
"constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus",home-care
"vomiting, breathlessness, sweating, chest_pain",emergency
"fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf",home-care
"fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation",home-care
"fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation",home-care
"vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations",home-care
"joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking",home-care
"muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking",home-care
"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness",home-care
"skin_rash, pus_filled_pimples, blackheads, scurring",home-care
"burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine",home-care
"skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails",home-care
"skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze",home-care
"itching, skin_rash, nodal_skin_eruptions, dischromic _patches",home-care
"continuous_sneezing, shivering, chills, watering_from_eyes",home-care
"stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain",home-care
"itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",home-care
"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination",home-care
"vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching",home-care
"muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts",home-care
"fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria",home-care
"vomiting, sunken_eyes, dehydration, diarrhoea",home-care
"fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum",home-care
"headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration",home-care
"acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances",doctor-soon
"back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance",home-care
"vomiting, headache, weakness_of_one_body_side, altered_sensorium",home-care
"itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain",doctor-soon
"chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain",emergency
"itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body",home-care
"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",emergency
"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",doctor-soon
"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",home-care
"itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",home-care
"fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history",home-care
"joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",home-care
"joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding",home-care
"vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload",home-care
"chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum",emergency
"continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain",home-care
"chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum",emergency
"constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus",home-care
"vomiting, breathlessness, sweating, chest_pain",emergency
"fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf",home-care
"fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation",home-care
"fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation",home-care
"vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations",home-care
"joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking",home-care
"muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking",home-care
"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness",home-care
"skin_rash, pus_filled_pimples, blackheads, scurring",home-care
"burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine",home-care
"skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails",home-care
"skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze",home-care
"itching, skin_rash, nodal_skin_eruptions, dischromic _patches",home-care
"continuous_sneezing, shivering, chills, watering_from_eyes",home-care
"stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain",home-care
"itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",home-care
"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination",home-care
"vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching",home-care
"muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts",home-care
"fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria",home-care
"vomiting, sunken_eyes, dehydration, diarrhoea",home-care
"fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum",home-care
"headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration",home-care
"acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances",doctor-soon
"back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance",home-care
"vomiting, headache, weakness_of_one_body_side, altered_sensorium",home-care
"itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain",doctor-soon
"chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain",emergency
"itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body",home-care
"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",emergency
"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",doctor-soon
"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",home-care
"itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",home-care
"fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history",home-care
"joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",home-care
"joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding",home-care
"vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload",home-care
"chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum",emergency
"continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain",home-care
"chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum",emergency
"constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus",home-care
"vomiting, breathlessness, sweating, chest_pain",emergency
"fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf",home-care
"fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation",home-care
"fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation",home-care
"vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations",home-care
"joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking",home-care
"muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking",home-care
"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness",home-care
"skin_rash, pus_filled_pimples, blackheads, scurring",home-care
"burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine",home-care
"skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails",home-care
"skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze",home-care
"itching, skin_rash, nodal_skin_eruptions, dischromic _patches",home-care
"continuous_sneezing, shivering, chills, watering_from_eyes",home-care
"stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain",home-care
"itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",home-care
"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination",home-care
"vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching",home-care
"muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts",home-care
"fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria",home-care
"vomiting, sunken_eyes, dehydration, diarrhoea",home-care
"fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum",home-care
"headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration",home-care
"acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances",doctor-soon
"back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance",home-care
"vomiting, headache, weakness_of_one_body_side, altered_sensorium",home-care
"itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain",doctor-soon
"chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain",emergency
"itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body",home-care
"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",emergency
"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",doctor-soon
"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",home-care
"itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",home-care
"fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history",home-care
"joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",home-care
"joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding",home-care
"vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload",home-care
"chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum",emergency
"continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain",home-care
